Profile URL,Post ID,Reel URL,Likes,Comments,Replies,Raw Replies,Video Length (seconds),Post Time (EST),Month,Day of Month,Year,Cumulative Date,Day of Week,Profile URL,Reel Number,View Count,Profile URL,Followers
https://www.instagram.com/ggsaintos/reels/,DC47pgwy0Dc,https://www.instagram.com/ggsaintos/reel/DC47pgwy0Dc/,764,54,5,59,37.93333333,12:36:18,November,28,2024,2024-11-28,Thursday,https://www.instagram.com/ggsaintos/reels/,1,13100,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C-gSNwSJPKD,https://www.instagram.com/ggsaintos/reel/C-gSNwSJPKD/,56178,64,17,81,32.23333333,17:38:49,August,10,2024,2024-08-10,Saturday,https://www.instagram.com/ggsaintos/reels/,2,777000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C0shKRfoJSg,https://www.instagram.com/ggsaintos/reel/C0shKRfoJSg/,553536,75,1,76,21.941405,14:28:44,December,24,2023,2023-12-24,Sunday,https://www.instagram.com/ggsaintos/reels/,3,4800000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,DCsBNwUSJhJ,https://www.instagram.com/ggsaintos/reel/DCsBNwUSJhJ/,2969,69,11,80,42.36666667,2:06:01,November,29,2024,2024-11-29,Friday,https://www.instagram.com/ggsaintos/reels/,4,47900,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,DBkffTgN5Em,https://www.instagram.com/ggsaintos/reel/DBkffTgN5Em/,254851,75,17,92,51.2,22:23:39,October,25,2024,2024-10-25,Friday,https://www.instagram.com/ggsaintos/reels/,5,1900000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,DAZVGvMJ2oN,https://www.instagram.com/ggsaintos/reel/DAZVGvMJ2oN/,257,44,3,47,29.86666667,17:40:00,September,26,2024,2024-09-26,Thursday,https://www.instagram.com/ggsaintos/reels/,6,6719,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,DAHTgEsJF_T,https://www.instagram.com/ggsaintos/reel/DAHTgEsJF_T/,388,62,6,68,67.26666667,17:42:04,September,19,2024,2024-09-19,Thursday,https://www.instagram.com/ggsaintos/reels/,7,10500,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C_1L8-bpjKq,https://www.instagram.com/ggsaintos/reel/C_1L8-bpjKq/,229415,80,40,120,35.873377,16:49:32,September,12,2024,2024-09-12,Thursday,https://www.instagram.com/ggsaintos/reels/,8,2000000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C_l3j97tvZg,https://www.instagram.com/ggsaintos/reel/C_l3j97tvZg/,1866,70,12,82,49.23333333,18:00:00,September,6,2024,2024-09-06,Friday,https://www.instagram.com/ggsaintos/reels/,9,22700,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C_TjG6QSLTA,https://www.instagram.com/ggsaintos/reel/C_TjG6QSLTA/,518,45,5,50,12.599999,10:54:50,September,2,2024,2024-09-02,Monday,https://www.instagram.com/ggsaintos/reels/,10,25400,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C_OzPIdp9ee,https://www.instagram.com/ggsaintos/reel/C_OzPIdp9ee/,37309,80,12,92,62.249841,22:00:28,August,28,2024,2024-08-28,Wednesday,https://www.instagram.com/ggsaintos/reels/,11,302000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/ggsaintos/reels/,C_EZJaHujC8,https://www.instagram.com/ggsaintos/reel/C_EZJaHujC8/,367492,74,20,94,48.2,18:00:00,August,24,2024,2024-08-24,Saturday,https://www.instagram.com/ggsaintos/reels/,12,2900000,https://www.instagram.com/ggsaintos/reels/,25361
https://www.instagram.com/justrandomeveryday/reels/,C-a0tfMSYIY,https://www.instagram.com/justrandomeveryday/reel/C-a0tfMSYIY/,145513,72,54,126,24.2,14:45:09,August,8,2024,2024-08-08,Thursday,https://www.instagram.com/justrandomeveryday/reels/,1,3800000,https://www.instagram.com/justrandomeveryday/reels/,273559
